Country Name,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Poland,,,,,,,,,,,,,,,,,,,,,
Portugal,,,,,,,,,,,,,,,,,,,,,
Paraguay,30.95092278,32.65169226,44.67318171,57.77165395,38.76634354,34.56617852,34.83537014,28.92074155,29.82510328,32.65616484,30.08888127,17.39805402,17.15846732,19.27057315,21.18606778,19.73585618,18.07485652,18.0772406,,,
Romania,53.85,45.4,35.425,25.435,25.6125,19.60083333,13.98166667,13.34833333,14.98833333,17.275,14.0725,12.1275,11.32916667,10.5225,8.465833333,6.7675,5.709166667,5.564516743,6.808202289,7.161666667,6.486666667
Singapore,5.833333333,5.648333333,5.345833333,5.306666667,5.3,5.3,5.3125,5.33,5.38,5.38,5.38,5.38,5.38,5.38,5.35,5.35,5.35,5.28,5.33,5.25,5.25
Sierra Leone,26.25,24.265,22.16666667,20,22.08333333,24.58333333,24,25,24.5,22.16666667,21.25,21,21,20.56,19.41166667,18.73,22.96462963,23.10930556,23.24034091,22.99,23.46772727
El Salvador,,,,,,,,,,,,,,,,,,,,,
Slovenia,,,,,,,,,,,,,,,,,,,,,
Sweden,5.7725,5.73,5.7925,5.0175,4.1825,3.532,3.678033333,,,,,,,,,,,,,,
Thailand,7.833333333,7.270833333,,,4.553087157,4.719350058,6.273807285,6.046568362,5.821888193,4.775997541,4.334039919,5.067567613,5.187314107,5.060433601,4.949152148,4.731874989,4.468345523,4.416582833,4.146666667,4.084166667,3.2925
Tajikistan,,,14.21083333,16.72833333,20.3146154,23.28486802,24.155,22.96,23.5944101,22.61583333,23.39962361,22.46166667,21.09333333,24.33416667,24.53123634,25.83626016,24.94314,29.64670088,27.18879646,23.54970722,
Turkmenistan,,,,,,,,,,,,,,,,,,,,,
Trinidad and Tobago,16.5,15.66666667,12.47916667,11.16666667,9.3125,9.104166667,10.9175,11.75,12.4375,11.9375,9.2825,7.969166667,7.708333333,7.5,7.5,8.1825,9,9,9.09375,9.25,6.555
Tunisia,,,,,,,,,,,,,,,,,,,,,
Turkey,,,,,,,,,,,,,,,,,,,,,
Uganda,22.9197575,22.655,19.09717823,18.94214089,20.60317574,19.6453884,18.6973348,19.10578947,20.4500661,20.95516578,20.17463013,21.83331426,26.15013025,23.28357272,21.58422686,22.60135727,23.88613262,21.27867149,19.84655871,,
Ukraine,41.528425,32.277975,25.34945833,17.89489167,17.401225,16.17416667,15.16916667,13.89916667,17.4925,20.86333333,15.86839167,15.947225,18.39221667,16.6492,17.71804167,21.82294167,19.23716667,16.383525,19.004875,19.82170833,14.2924
Uruguay,47.54032969,50.11844875,118.3799408,58.94099583,23.67911417,13.60952333,9.25001575,8.939703917,12.4476125,15.28484239,10.32622218,9.781820742,11.19919216,12.43406496,15.5341402,15.84108139,16.17031304,13.83345814,12.20118474,11.55718506,11.23125945
United States,9.233333333,6.921666667,4.675,4.1225,4.34,6.189166667,7.9575,8.05,5.0875,3.25,3.25,3.25,3.25,3.25,3.25,3.26,3.511666667,4.096666667,4.904166667,5.2825,3.544166667
Vietnam,10.55,9.42,9.061666667,9.48,9.7225,11.025,11.17625,11.18,15.78357143,10.069,13.13525,16.95383333,13.47166667,10.37416667,8.665,7.1175,6.96,7.0675,7.371875,7.7075,7.6475
South Africa,14.5,13.77083333,15.75,14.95833333,11.29166667,10.625,11.16666667,13.16666667,15.125,11.70833333,9.833333333,9,8.75,8.5,9.125,9.416666667,10.45833333,10.375,10.08333333,10.125,7.708333333
Zambia,38.8,46.23333333,45.19801667,40.57103333,30.7271,28.20916667,23.15333333,18.89083333,19.06416667,22.0625,20.91666667,18.83666667,12.15083333,9.520833333,11.57333333,13.25,15.5,12.375,9.791666667,10.29166667,9.479166667
